Time (s),RMS Current (A),Peak Current (A),Min Current (A)
0.213377,0.037747,0.058903,0.007852
0.213391,0.020556,0.007852,-0.043199
0.213406,0.027990,0.007852,-0.043199
0.213420,0.102404,0.212056,-0.043199
0.213434,0.033829,0.007852,-0.043199
0.213449,0.057180,-0.043199,-0.094251
0.213464,0.027990,0.007852,-0.043199
0.213478,0.038798,0.007852,-0.043199
0.213492,0.033829,0.007852,-0.043199
0.213506,0.053932,0.007852,-0.094251
0.230582,0.043199,-0.043199,-0.043199
0.230601,0.043199,-0.043199,-0.043199
0.230617,0.043199,-0.043199,-0.043199
0.230632,0.104344,0.109954,-0.196353
0.230647,0.077951,-0.043199,-0.094251
0.230661,0.038798,0.007852,-0.043199
0.230676,0.038798,0.007852,-0.043199
0.230691,0.038798,0.007852,-0.043199
0.230706,0.059919,0.058903,-0.094251
0.230720,0.053932,0.007852,-0.094251
0.230735,0.120235,-0.043199,-0.196353
0.230750,0.121727,-0.043199,-0.145302
0.230764,0.133958,-0.043199,-0.247404
0.230779,0.189070,-0.094251,-0.298455
0.230793,0.115819,-0.043199,-0.196353
0.230808,0.092316,-0.043199,-0.145302
0.230822,0.094251,-0.094251,-0.094251
0.230836,0.099628,-0.043199,-0.145302
0.230850,0.086486,-0.043199,-0.094251
0.230865,0.068359,-0.043199,-0.094251
0.232210,0.086486,-0.043199,-0.094251
0.232229,0.132605,-0.043199,-0.247404
0.232245,0.104537,0.058903,-0.196353
0.232260,0.050475,0.007852,-0.094251
0.232275,0.053932,0.007852,-0.094251
0.232289,0.057180,-0.043199,-0.094251
0.232304,0.112481,0.109954,-0.196353
0.232318,0.027990,0.007852,-0.043199
0.232333,0.042731,0.058903,-0.043199
0.232348,0.053932,0.007852,-0.094251
0.232362,0.046764,0.007852,-0.094251
0.232377,0.043199,-0.043199,-0.043199
0.232391,0.100626,0.212056,-0.043199
0.232406,0.043199,-0.043199,-0.043199
0.232420,0.053932,0.007852,-0.094251
0.232435,0.050475,0.007852,-0.094251
0.232449,0.050475,0.007852,-0.094251
0.232463,0.068359,-0.043199,-0.094251
0.232477,0.033829,0.007852,-0.043199
0.232491,0.043199,-0.043199,-0.043199
0.233830,0.068359,-0.043199,-0.094251
0.233849,0.027990,0.007852,-0.043199
0.233864,0.057180,-0.043199,-0.094251
0.233879,0.082207,0.007852,-0.145302
0.233894,0.038798,0.007852,-0.043199
0.233909,0.053932,0.007852,-0.094251
0.233924,0.067471,0.109954,-0.043199
0.233938,0.147624,0.212056,0.007852
0.233953,0.132752,0.161005,0.109954
0.233968,0.056115,0.058903,-0.043199
0.233982,0.106810,0.161005,0.058903
0.233997,0.083173,0.109954,0.058903
0.234011,0.089220,0.161005,0.058903
0.234025,0.059243,0.109954,-0.043199
0.234040,0.067471,0.058903,-0.094251
0.234055,0.045895,0.058903,0.007852
0.234069,0.062215,0.109954,-0.043199
0.234083,0.027990,0.007852,-0.043199
0.234098,0.065359,0.007852,-0.145302
0.234112,0.043199,-0.043199,-0.043199
0.251483,0.038798,0.007852,-0.043199
0.251503,0.043199,-0.043199,-0.043199
0.251518,0.033829,0.007852,-0.043199
0.251533,0.043199,-0.043199,-0.043199
0.251548,0.043199,-0.043199,-0.043199
0.251563,0.050475,0.007852,-0.094251
0.251577,0.050475,0.007852,-0.094251
0.251592,0.050475,0.007852,-0.094251
0.251607,0.033829,0.007852,-0.043199
0.251621,0.065666,0.007852,-0.094251
0.251636,0.042731,0.058903,-0.043199
0.251650,0.043199,-0.043199,-0.043199
0.251665,0.057180,-0.043199,-0.094251
0.251679,0.038798,0.007852,-0.043199
0.251694,0.120235,0.007852,-0.145302
0.251709,0.182488,-0.094251,-0.298455
0.251723,0.145302,-0.145302,-0.145302
0.251737,0.127361,-0.094251,-0.145302
0.251751,0.101224,0.007852,-0.196353
0.251766,0.133958,0.007852,-0.196353
0.253113,0.111227,-0.043199,-0.145302
0.253131,0.107934,0.007852,-0.196353
0.253146,0.111227,-0.043199,-0.145302
0.253161,0.099628,-0.043199,-0.145302
0.253175,0.077951,-0.043199,-0.094251
0.253190,0.111227,-0.043199,-0.145302
0.253205,0.256162,-0.043199,-0.553711
0.253219,0.075601,0.007852,-0.094251
0.253234,0.077951,-0.043199,-0.094251
0.253248,0.094037,0.007852,-0.196353
0.253264,0.067768,0.109954,-0.094251
0.253278,0.065051,0.109954,-0.043199
0.253293,0.050475,0.007852,-0.094251
0.253307,0.053932,0.007852,-0.094251
0.253322,0.053932,0.007852,-0.094251
0.253336,0.043199,-0.043199,-0.043199
0.253350,0.057180,-0.043199,-0.094251
0.253365,0.077173,0.161005,-0.043199
0.253379,0.057180,-0.043199,-0.094251
0.253393,0.046764,0.058903,-0.043199
0.254732,0.115645,0.007852,-0.247404
0.254750,0.033829,0.007852,-0.043199
0.254765,0.057180,-0.043199,-0.094251
0.254780,0.053932,0.007852,-0.094251
0.254794,0.050475,0.007852,-0.094251
0.254809,0.038798,0.007852,-0.043199
0.254823,0.038798,0.007852,-0.043199
0.254838,0.075601,-0.043199,-0.145302
0.254853,0.050475,0.007852,-0.094251
0.254867,0.033829,0.007852,-0.043199
0.254883,0.137063,0.263107,-0.094251
0.254897,0.153615,0.212056,-0.145302
0.254912,0.189701,0.314159,0.058903
0.254926,0.045895,0.058903,0.007852
0.254941,0.106810,0.161005,0.058903
0.254955,0.079223,0.109954,-0.043199
0.254969,0.069806,0.109954,-0.043199
0.254983,0.052801,0.058903,0.007852
0.254998,0.085315,0.161005,0.007852
0.255013,0.053181,0.109954,-0.043199
0.256350,0.020556,0.007852,-0.043199
0.256367,0.033829,0.007852,-0.043199
0.256382,0.079982,0.007852,-0.145302
0.256397,0.097387,0.161005,-0.094251
0.256412,0.065666,0.007852,-0.094251
0.256426,0.033829,0.007852,-0.043199
0.256441,0.043199,-0.043199,-0.043199
0.256455,0.068359,-0.043199,-0.094251
0.256470,0.053932,0.007852,-0.094251
0.256485,0.033829,0.007852,-0.043199
0.256500,0.062215,0.109954,-0.043199
0.256514,0.117195,-0.043199,-0.247404
0.256529,0.043199,-0.043199,-0.043199
0.256543,0.033829,0.007852,-0.043199
0.256557,0.043199,-0.043199,-0.043199
0.256572,0.065666,0.007852,-0.094251
0.256586,0.033829,0.007852,-0.043199
0.256600,0.053932,0.007852,-0.094251
0.256614,0.090340,0.007852,-0.145302
0.256628,0.127361,-0.094251,-0.145302
0.272179,0.092316,-0.043199,-0.145302
0.272198,0.144054,-0.094251,-0.196353
0.272213,0.155692,-0.043199,-0.196353
0.272227,0.092316,-0.043199,-0.145302
0.272242,0.136626,-0.094251,-0.145302
0.272256,0.086486,-0.043199,-0.094251
0.272271,0.104729,-0.043199,-0.145302
0.272285,0.127361,-0.094251,-0.145302
0.272300,0.095727,0.109954,-0.145302
0.272315,0.092316,-0.043199,-0.145302
0.272329,0.072899,0.109954,-0.094251
0.272344,0.165310,-0.043199,-0.349506
0.272358,0.101224,0.007852,-0.196353
0.272372,0.042731,0.058903,-0.043199
0.272388,0.082207,0.007852,-0.145302
0.272402,0.038798,0.007852,-0.043199
0.272416,0.038276,0.058903,-0.043199
0.272430,0.115645,0.007852,-0.247404
0.272444,0.038798,0.007852,-0.043199
0.272459,0.053558,0.058903,-0.094251
0.273802,0.057180,-0.043199,-0.094251
0.273820,0.038798,0.007852,-0.043199
0.273836,0.038798,0.007852,-0.043199
0.273850,0.057180,-0.043199,-0.094251
0.273865,0.033829,0.007852,-0.043199
0.273879,0.057180,-0.043199,-0.094251
0.273894,0.027990,0.007852,-0.043199
0.273908,0.043199,-0.043199,-0.043199
0.273923,0.057180,-0.043199,-0.094251
0.273937,0.046764,0.007852,-0.094251
0.273952,0.122381,0.263107,-0.043199
0.273966,0.057180,-0.043199,-0.094251
0.273980,0.043199,-0.043199,-0.043199
0.273995,0.070666,0.007852,-0.145302
0.274009,0.110137,0.212056,0.007852
0.274024,0.126091,0.161005,0.058903
0.274038,0.175540,0.263107,-0.043199
0.274052,0.092961,0.109954,0.058903
0.274066,0.109954,0.109954,0.109954
0.274080,0.052801,0.058903,0.007852
0.275428,0.078969,0.109954,0.007852
0.275446,0.059582,0.058903,-0.094251
0.275462,0.020556,0.007852,-0.043199
0.275476,0.045895,0.058903,0.007852
0.275491,0.097180,0.161005,-0.145302
0.275506,0.114074,0.058903,-0.196353
0.275520,0.053932,0.007852,-0.094251
0.275534,0.056472,0.109954,-0.043199
0.275549,0.062858,0.007852,-0.094251
0.275563,0.043199,-0.043199,-0.043199
0.275578,0.043199,-0.043199,-0.043199
0.275593,0.046764,0.058903,-0.043199
0.275607,0.053932,0.007852,-0.094251
0.275621,0.043199,-0.043199,-0.043199
0.275635,0.095937,-0.043199,-0.196353
0.275650,0.027990,0.007852,-0.043199
0.275703,0.038798,0.007852,-0.043199
0.275719,0.053932,0.007852,-0.094251
0.275733,0.043199,-0.043199,-0.043199
0.275748,0.075601,-0.043199,-0.145302
0.292828,0.059582,0.109954,-0.043199
0.292847,0.038798,0.007852,-0.043199
0.292862,0.128614,-0.043199,-0.247404
0.292877,0.156847,-0.145302,-0.196353
0.292892,0.189070,-0.094251,-0.298455
0.292907,0.120235,0.007852,-0.145302
0.292921,0.148846,-0.094251,-0.196353
0.292936,0.161134,-0.043199,-0.298455
0.292950,0.127361,-0.094251,-0.145302
0.292965,0.075601,0.007852,-0.094251
0.292979,0.106438,-0.094251,-0.145302
0.292994,0.120235,0.007852,-0.145302
0.293008,0.086486,-0.043199,-0.094251
0.293022,0.131390,-0.094251,-0.196353
0.293037,0.114074,0.007852,-0.247404
0.293051,0.092316,-0.043199,-0.145302
0.293065,0.065666,0.007852,-0.094251
0.293080,0.033829,0.007852,-0.043199
0.293094,0.057180,-0.043199,-0.094251
0.293108,0.038798,0.007852,-0.043199
0.294454,0.043199,-0.043199,-0.043199
0.294472,0.038798,0.007852,-0.043199
0.294488,0.038798,0.007852,-0.043199
0.294502,0.050475,0.007852,-0.094251
0.294517,0.038798,0.007852,-0.043199
0.294532,0.053932,0.007852,-0.094251
0.294547,0.057180,-0.043199,-0.094251
0.294561,0.075601,0.007852,-0.094251
0.294576,0.038798,0.007852,-0.043199
0.294590,0.050475,0.007852,-0.094251
0.294605,0.050475,0.007852,-0.094251
0.294619,0.033829,0.007852,-0.043199
0.294634,0.057180,-0.043199,-0.094251
0.294648,0.095937,-0.043199,-0.196353
0.294662,0.053932,0.007852,-0.094251
0.294677,0.059919,0.058903,-0.094251
0.294691,0.043199,-0.043199,-0.043199
0.294706,0.042731,0.058903,-0.043199
0.294720,0.108856,0.212056,-0.094251
0.294734,0.113189,0.161005,0.007852
0.296074,0.164211,0.212056,0.109954
0.296092,0.062215,0.058903,-0.094251
0.296106,0.098409,0.161005,0.058903
0.296121,0.042258,0.058903,-0.043199
0.296135,0.045895,0.058903,0.007852
0.296150,0.045895,0.058903,0.007852
0.296165,0.042731,0.007852,-0.094251
0.296179,0.126250,0.263107,0.007852
0.296193,0.027990,0.007852,-0.043199
0.296208,0.059582,0.109954,-0.043199
0.296222,0.204749,0.007852,-0.451608
0.296237,0.033829,0.007852,-0.043199
0.296251,0.057180,-0.043199,-0.094251
0.296265,0.038798,0.007852,-0.043199
0.296279,0.114074,0.007852,-0.247404
0.296293,0.042731,0.058903,-0.043199
0.296308,0.068359,-0.043199,-0.094251
0.296322,0.084373,-0.043199,-0.145302
0.296336,0.062858,0.007852,-0.094251
0.296350,0.057180,-0.043199,-0.094251
0.313575,0.038798,0.007852,-0.043199
0.313593,0.057180,-0.043199,-0.094251
0.313608,0.043199,-0.043199,-0.043199
0.313622,0.043199,-0.043199,-0.043199
0.313637,0.065666,0.007852,-0.094251
0.313652,0.038798,0.007852,-0.043199
0.313666,0.162126,0.007852,-0.298455
0.313680,0.135299,-0.043199,-0.196353
0.313695,0.117367,-0.094251,-0.145302
0.313710,0.111227,-0.043199,-0.145302
0.313725,0.168553,-0.043199,-0.298455
0.313739,0.115819,-0.043199,-0.145302
0.313754,0.176683,-0.094251,-0.247404
0.313768,0.065666,0.007852,-0.094251
0.313783,0.099628,-0.043199,-0.145302
0.313797,0.111227,-0.043199,-0.145302
0.313811,0.068359,-0.043199,-0.094251
0.313825,0.084373,-0.043199,-0.145302
0.313840,0.065666,0.007852,-0.094251
0.313854,0.115471,0.161005,-0.145302
0.315197,0.065666,0.007852,-0.094251
0.315216,0.062537,0.109954,-0.043199
0.315231,0.057180,-0.043199,-0.094251
0.315245,0.033829,0.007852,-0.043199
0.315260,0.043199,-0.043199,-0.043199
0.315274,0.027990,0.007852,-0.043199
0.315289,0.043199,-0.043199,-0.043199
0.315304,0.043199,-0.043199,-0.043199
0.315319,0.053932,0.007852,-0.094251
0.315342,0.033829,0.007852,-0.043199
0.315360,0.129389,0.263107,-0.094251
0.315374,0.065666,0.007852,-0.094251
0.315389,0.043199,-0.043199,-0.043199
0.315403,0.057180,-0.043199,-0.094251
0.315417,0.084373,-0.043199,-0.145302
0.315432,0.082207,0.007852,-0.145302
0.315446,0.038276,0.058903,-0.043199
0.315460,0.033829,0.007852,-0.043199
0.315474,0.038798,0.007852,-0.043199
0.315488,0.043199,-0.043199,-0.043199
0.316828,0.038798,0.007852,-0.043199
0.316846,0.027990,0.007852,-0.043199
0.316861,0.077173,0.161005,-0.043199
0.316877,0.079223,0.109954,-0.043199
0.316892,0.132752,0.161005,0.109954
0.316906,0.074798,0.109954,-0.094251
0.316921,0.147624,0.263107,0.058903
0.316936,0.094882,0.161005,0.007852
0.316951,0.045895,0.058903,0.007852
0.316965,0.079223,0.161005,-0.043199
0.316980,0.053181,0.058903,-0.043199
0.316994,0.027262,0.058903,0.007852
0.317008,0.042258,0.058903,-0.043199
0.317023,0.038276,0.058903,-0.043199
0.317037,0.115471,0.058903,-0.247404
0.317052,0.027990,0.007852,-0.043199
0.317066,0.053932,0.007852,-0.094251
0.317080,0.027990,0.007852,-0.043199
0.317095,0.038798,0.007852,-0.043199
0.317110,0.057180,-0.043199,-0.094251
0.318449,0.057180,-0.043199,-0.094251
0.318467,0.073175,0.007852,-0.145302
0.318483,0.070666,0.007852,-0.145302
0.318498,0.043199,-0.043199,-0.043199
0.318513,0.057180,-0.043199,-0.094251
0.318528,0.033829,0.007852,-0.043199
0.318542,0.123847,0.263107,-0.043199
0.318557,0.038798,0.007852,-0.043199
0.318572,0.057180,-0.043199,-0.094251
0.318586,0.053932,0.007852,-0.094251
0.318600,0.095937,0.007852,-0.145302
0.318615,0.136626,-0.094251,-0.145302
0.318630,0.148846,-0.094251,-0.196353
0.318644,0.125936,-0.043199,-0.196353
0.318659,0.156847,-0.145302,-0.196353
0.318673,0.104729,-0.043199,-0.145302
0.318687,0.156847,-0.145302,-0.196353
0.318702,0.057180,-0.043199,-0.094251
0.318716,0.099628,-0.043199,-0.145302
0.318730,0.111227,-0.043199,-0.145302
0.334440,0.099628,-0.043199,-0.145302
0.334460,0.194403,-0.043199,-0.400557
0.334476,0.077951,-0.043199,-0.094251
0.334491,0.215623,-0.043199,-0.451608
0.334506,0.102991,-0.043199,-0.196353
0.334520,0.133356,0.263107,-0.094251
0.334536,0.042731,0.058903,-0.043199
0.334550,0.057180,-0.043199,-0.094251
0.334565,0.057180,-0.043199,-0.094251
0.334579,0.057180,-0.043199,-0.094251
0.334594,0.038798,0.007852,-0.043199
0.334609,0.038798,0.007852,-0.043199
0.334624,0.046764,0.058903,-0.043199
0.334638,0.033829,0.007852,-0.043199
0.334652,0.053932,0.007852,-0.094251
0.334666,0.046764,0.058903,-0.043199
0.334681,0.033829,0.007852,-0.043199
0.334696,0.043199,-0.043199,-0.043199
0.334711,0.033829,0.007852,-0.043199
0.334725,0.043199,-0.043199,-0.043199
0.336071,0.038798,0.007852,-0.043199
0.336089,0.046764,0.058903,-0.043199
0.336104,0.043199,-0.043199,-0.043199
0.336119,0.038798,0.007852,-0.043199
0.336134,0.038798,0.007852,-0.043199
0.336149,0.110502,0.212056,-0.094251
0.336163,0.059243,0.109954,-0.043199
0.336178,0.118215,0.161005,-0.145302
0.336194,0.126091,0.161005,0.058903
0.336208,0.083173,0.109954,0.058903
0.336223,0.106810,0.161005,0.058903
0.336237,0.106810,0.161005,0.058903
0.336251,0.061891,0.109954,0.007852
0.336266,0.052801,0.058903,0.007852
0.336280,0.049672,0.109954,0.007852
0.336294,0.126250,0.263107,0.007852
0.336309,0.053181,0.109954,-0.043199
0.336323,0.038276,0.058903,-0.043199
0.336337,0.027990,0.007852,-0.043199
0.336352,0.027990,0.007852,-0.043199
0.337689,0.073175,0.007852,-0.145302
0.337707,0.033829,0.007852,-0.043199
0.337722,0.038798,0.007852,-0.043199
0.337737,0.073175,0.007852,-0.145302
0.337751,0.038798,0.007852,-0.043199
0.337766,0.033829,0.007852,-0.043199
0.337780,0.038798,0.007852,-0.043199
0.337795,0.057180,-0.043199,-0.094251
0.337810,0.043199,-0.043199,-0.043199
0.337824,0.062537,0.109954,-0.043199
0.337839,0.033829,0.007852,-0.043199
0.337853,0.099425,0.007852,-0.196353
0.337867,0.042731,0.058903,-0.043199
0.337882,0.027990,0.007852,-0.043199
0.337896,0.095937,0.007852,-0.145302
0.337910,0.167599,-0.145302,-0.196353
0.337925,0.148846,-0.094251,-0.196353
0.337939,0.121727,-0.043199,-0.145302
0.337954,0.190022,-0.145302,-0.247404
0.337968,0.111227,-0.043199,-0.145302
0.355207,0.140389,-0.094251,-0.196353
0.355229,0.138953,-0.043199,-0.298455
0.355245,0.167358,0.109954,-0.298455
0.355260,0.111227,-0.043199,-0.145302
0.355275,0.086486,-0.043199,-0.094251
0.355289,0.115819,-0.043199,-0.196353
0.355304,0.114250,-0.043199,-0.196353
0.355319,0.068359,-0.043199,-0.094251
0.355345,0.075601,0.007852,-0.094251
0.355407,0.033829,0.007852,-0.043199
0.355423,0.077951,-0.043199,-0.094251
0.355438,0.183254,-0.043199,-0.400557
0.355453,0.190125,0.416261,-0.043199
0.355468,0.075601,-0.043199,-0.145302
0.355482,0.033829,0.007852,-0.043199
0.355496,0.053932,0.007852,-0.094251
0.355511,0.027990,0.007852,-0.043199
0.355525,0.033829,0.007852,-0.043199
0.355540,0.053558,0.058903,-0.094251
0.355554,0.053932,0.007852,-0.094251
0.356907,0.043199,-0.043199,-0.043199
0.356926,0.056827,0.058903,-0.094251
0.356941,0.038798,0.007852,-0.043199
0.356956,0.043199,-0.043199,-0.043199
0.356971,0.033829,0.007852,-0.043199
0.356986,0.050475,0.007852,-0.094251
0.357000,0.059919,0.058903,-0.094251
0.357015,0.043199,-0.043199,-0.043199
0.357029,0.038798,0.007852,-0.043199
0.357044,0.115645,0.007852,-0.247404
0.357059,0.141948,0.212056,-0.094251
0.357073,0.111763,0.161005,-0.094251
0.357088,0.152171,0.161005,0.109954
0.357102,0.093393,0.109954,-0.145302
0.357117,0.181382,0.365210,0.058903
0.357131,0.083173,0.109954,0.058903
0.357146,0.107186,0.161005,-0.145302
0.357160,0.045895,0.058903,0.007852
0.357175,0.100225,0.161005,0.007852
0.357189,0.037747,0.058903,0.007852
0.358537,0.027990,0.007852,-0.043199
0.358556,0.027990,0.007852,-0.043199
0.358571,0.043199,-0.043199,-0.043199
0.358586,0.057180,-0.043199,-0.094251
0.358601,0.042731,0.058903,-0.043199
0.358616,0.033829,0.007852,-0.043199
0.358630,0.043199,-0.043199,-0.043199
0.358645,0.038798,0.007852,-0.043199
0.358660,0.043199,-0.043199,-0.043199
0.358675,0.042731,0.058903,-0.043199
0.358689,0.057180,-0.043199,-0.094251
0.358704,0.050475,0.007852,-0.094251
0.358719,0.117195,-0.043199,-0.247404
0.358733,0.053932,0.007852,-0.094251
0.358747,0.053932,0.007852,-0.094251
0.358762,0.043199,-0.043199,-0.043199
0.358776,0.046764,0.058903,-0.043199
0.358791,0.033829,0.007852,-0.043199
0.358805,0.073175,0.007852,-0.145302
0.358819,0.127361,-0.094251,-0.145302
0.375888,0.191598,0.161005,-0.298455
0.375907,0.152307,-0.094251,-0.196353
0.375922,0.148846,-0.094251,-0.196353
0.375937,0.068359,-0.043199,-0.094251
0.375952,0.125936,-0.043199,-0.196353
0.375967,0.169501,-0.043199,-0.349506
0.375981,0.086486,-0.043199,-0.094251
0.375996,0.065666,0.007852,-0.094251
0.376011,0.198889,-0.043199,-0.298455
0.376025,0.068359,-0.043199,-0.094251
0.376040,0.046764,0.058903,-0.043199
0.376054,0.086486,-0.043199,-0.094251
0.376069,0.043199,-0.043199,-0.043199
0.376083,0.097387,0.161005,-0.094251
0.376098,0.073175,0.007852,-0.145302
0.376112,0.050475,0.007852,-0.094251
0.376127,0.094037,0.007852,-0.196353
0.376141,0.053932,0.007852,-0.094251
0.376155,0.043199,-0.043199,-0.043199
0.376169,0.056827,0.058903,-0.094251
0.377514,0.095937,-0.043199,-0.196353
0.377532,0.077693,0.058903,-0.145302
0.377548,0.070666,0.007852,-0.145302
0.377563,0.065666,0.007852,-0.094251
0.377577,0.038798,0.007852,-0.043199
0.377592,0.073175,0.007852,-0.145302
0.377607,0.084373,-0.043199,-0.145302
0.377622,0.070666,0.007852,-0.145302
0.377636,0.070666,0.007852,-0.145302
0.377650,0.043199,-0.043199,-0.043199
0.377665,0.043199,-0.043199,-0.043199
0.377679,0.038798,0.007852,-0.043199
0.377694,0.033829,0.007852,-0.043199
0.377709,0.043199,-0.043199,-0.043199
0.377723,0.056472,0.109954,-0.043199
0.377737,0.106810,0.161005,0.058903
0.377752,0.181271,0.263107,0.109954
0.377766,0.103570,0.161005,0.007852
0.377780,0.114597,0.161005,0.058903
0.377794,0.058903,0.058903,0.058903
0.379144,0.093393,0.109954,-0.145302
0.379163,0.069806,0.109954,-0.043199
0.379178,0.122217,0.263107,-0.043199
0.379193,0.052801,0.058903,0.007852
0.379207,0.100426,0.212056,-0.043199
0.379222,0.020556,0.007852,-0.043199
0.379236,0.115645,0.007852,-0.247404
0.379251,0.053932,0.007852,-0.094251
0.379266,0.038798,0.007852,-0.043199
0.379280,0.038798,0.007852,-0.043199
0.379295,0.038798,0.007852,-0.043199
0.379309,0.053932,0.007852,-0.094251
0.379323,0.115645,0.007852,-0.247404
0.379348,0.043199,-0.043199,-0.043199
0.379363,0.050475,0.007852,-0.094251
0.379378,0.068359,-0.043199,-0.094251
